State,Month,Temperature,Humidity,Rainfall,LAI,Population_Density,Heat_Index,Season,Lagged_Rainfall,Urban_Risk,Disease
Assam,September,28.5,89.6,88.6,1.44,812,35.29,Monsoon,226.4,Low,Dengue
Uttar Pradesh,December,14.3,48.5,0.0,0.92,437,29.8,Winter,29.5,Low,Typhoid
Odisha,December,15.6,66.8,2.0,0.98,957,26.58,Winter,35.4,Low,Malaria
Uttar Pradesh,May,37.3,65.8,48.7,1.44,1561,56.4,Summer,30.3,High,Cholera
Manipur,May,32.0,79.6,3.4,0.76,609,44.2,Summer,42.6,Low,Malaria
Tamil Nadu,May,36.8,75.5,29.8,1.61,1424,61.48,Summer,14.3,Low,Heatstroke
Bihar,October,21.7,59.2,30.9,0.61,2816,24.48,Post-Monsoon,120.1,Medium,Dengue
Nagaland,March,21.8,79.4,21.6,0.71,765,22.14,Summer,17.3,Low,Typhoid
Jharkhand,August,28.0,94.1,46.0,0.66,809,34.49,Monsoon,73.4,Low,Cholera
Uttarakhand,October,17.1,63.8,51.9,1.25,950,25.6,Post-Monsoon,315.3,Low,Heatstroke
Jharkhand,May,34.8,65.3,69.3,0.8,650,47.08,Summer,33.4,Medium,Dengue
Odisha,January,24.1,67.9,5.0,1.59,2602,25.1,Winter,23.3,High,Typhoid
Delhi,June,29.8,71.8,104.2,1.69,586,34.98,Monsoon,1.9,Medium,Cholera
Karnataka,August,25.3,97.0,90.1,1.57,1749,26.26,Monsoon,341.9,Low,Typhoid
Karnataka,February,25.3,64.4,6.8,0.5,599,26.3,Winter,22.4,Low,Malaria
Karnataka,February,23.6,51.9,20.7,1.17,59,25.22,Winter,16.9,Medium,Heatstroke
Assam,October,21.6,88.0,104.4,1.96,6063,21.6,Post-Monsoon,151.9,High,Dengue
Manipur,January,11.3,62.0,17.4,0.5,1929,34.6,Winter,22.9,Low,Cholera
Meghalaya,August,18.3,93.1,369.4,5.66,184,18.3,Monsoon,123.4,Low,Cholera
Uttarakhand,February,12.2,51.1,6.9,0.5,1420,33.1,Winter,7.4,Medium,Typhoid
Delhi,September,27.6,65.3,186.9,2.02,855,29.4,Monsoon,17.3,Medium,Typhoid
Jharkhand,December,20.1,53.7,2.6,0.66,1537,24.99,Winter,19.1,Medium,Cholera
Uttarakhand,February,9.8,45.5,26.2,1.19,1212,36.74,Winter,8.0,Medium,Typhoid
Rajasthan,April,41.5,24.3,21.3,0.64,1636,43.37,Summer,6.6,Medium,Heatstroke
West Bengal,January,15.1,74.5,27.1,0.8,853,25.26,Winter,22.0,Low,Dengue
Meghalaya,November,11.4,77.8,5.1,1.1,802,30.52,Post-Monsoon,17.0,Low,Malaria
Meghalaya,November,9.7,73.0,112.2,2.07,239,36.3,Post-Monsoon,13.1,Low,Malaria
Andhra Pradesh,June,40.2,91.6,60.1,1.05,436,97.98,Monsoon,48.6,Low,Cholera
Punjab,April,31.0,49.4,38.5,1.37,1388,32.5,Summer,26.6,Low,Malaria
Odisha,February,28.3,61.4,8.4,0.5,624,30.08,Winter,11.0,Low,Typhoid
Jharkhand,February,20.6,49.4,4.9,0.5,232,25.06,Winter,4.3,Medium,Malaria
Uttar Pradesh,September,29.6,73.3,12.3,0.64,1050,34.83,Monsoon,76.2,Medium,Heatstroke
Sikkim,September,13.6,85.7,62.0,1.48,489,22.99,Monsoon,360.6,Low,Cholera
Delhi,November,19.4,53.7,10.7,0.75,406,25.24,Post-Monsoon,73.7,Low,Dengue
Himachal Pradesh,February,8.0,47.6,3.9,0.5,2983,41.15,Winter,0.6,Low,Heatstroke
West Bengal,April,37.8,72.0,58.0,1.6,857,63.26,Summer,8.9,Low,Heatstroke
Himachal Pradesh,October,10.4,70.4,63.9,1.24,5173,35.21,Post-Monsoon,0.1,Medium,Typhoid
Manipur,January,11.0,59.5,7.5,0.59,616,35.45,Winter,23.3,Low,Typhoid
Meghalaya,February,14.4,67.8,0.1,0.53,1215,27.96,Winter,16.9,Medium,Cholera
Chhattisgarh,April,37.3,56.8,15.8,0.5,378,50.47,Summer,7.7,Low,Typhoid
Jharkhand,February,20.1,52.6,17.5,0.54,3467,25.05,Winter,4.4,High,Typhoid
Madhya Pradesh,August,29.4,74.3,322.9,5.14,330,34.55,Monsoon,80.1,Low,Dengue
Delhi,October,23.8,52.4,3.4,0.5,84,25.3,Post-Monsoon,312.4,Low,Heatstroke
Chhattisgarh,December,16.2,48.4,21.8,1.13,249,27.66,Winter,8.2,Medium,Typhoid
Andhra Pradesh,May,38.5,83.1,40.8,0.77,1406,77.08,Summer,26.3,Medium,Dengue
Manipur,February,11.2,65.5,2.6,0.5,734,34.34,Winter,7.6,Medium,Typhoid
Maharashtra,October,24.0,75.0,28.7,1.04,3090,24.67,Post-Monsoon,97.6,High,Dengue
Gujarat,February,24.0,42.5,10.1,0.54,121,25.35,Winter,10.7,Medium,Typhoid
Haryana,January,12.4,33.3,0.2,1.21,983,29.32,Winter,22.3,Medium,Heatstroke
Jharkhand,December,17.7,51.0,0.4,0.5,1569,26.35,Winter,23.9,High,Typhoid
Sikkim,August,13.8,92.5,420.0,6.13,4812,19.16,Monsoon,39.5,Medium,Cholera
Andhra Pradesh,January,21.2,69.2,8.4,0.55,437,23.39,Winter,19.3,Medium,Malaria
Punjab,November,15.3,50.6,3.0,0.8,2719,28.62,Post-Monsoon,49.7,Low,Dengue
Telangana,November,20.9,58.4,81.6,0.86,1571,24.52,Post-Monsoon,59.2,Low,Typhoid
Meghalaya,July,23.9,97.0,166.4,2.35,346,23.9,Monsoon,238.3,Low,Cholera
Haryana,March,24.6,38.9,0.7,0.5,3190,25.49,Summer,1.7,High,Heatstroke
Karnataka,August,31.1,97.0,379.7,5.06,1354,48.12,Monsoon,343.2,Medium,Heatstroke
Manipur,May,29.4,71.4,10.4,0.61,420,33.92,Summer,44.2,Medium,Malaria
Telangana,October,26.4,65.2,22.6,1.12,5383,27.63,Post-Monsoon,39.2,High,Typhoid
Delhi,January,18.2,37.0,34.6,1.09,592,25.67,Winter,20.3,Low,Typhoid
Assam,September,27.6,97.0,59.4,1.6,827,33.58,Monsoon,203.8,Low,Cholera
Himachal Pradesh,November,12.6,47.6,16.1,0.65,113,32.17,Post-Monsoon,20.0,Medium,Typhoid
Meghalaya,April,25.1,76.7,3.6,0.5,252,26.07,Summer,5.0,Medium,Cholera
Madhya Pradesh,September,30.2,86.5,33.3,0.83,2469,40.32,Monsoon,84.4,Medium,Malaria
Goa,July,34.1,97.0,420.0,5.69,2860,63.88,Monsoon,152.3,Low,Dengue
Tripura,October,26.9,88.7,110.6,1.67,150,30.32,Post-Monsoon,305.4,Medium,Malaria
Himachal Pradesh,December,8.0,45.4,7.9,0.83,529,40.48,Winter,19.9,Low,Typhoid
Punjab,April,29.6,54.2,16.7,0.5,649,31.1,Summer,21.5,Low,Typhoid
Haryana,March,26.2,40.1,32.3,1.26,91,26.33,Summer,1.5,Low,Heatstroke
Punjab,July,29.7,74.6,420.0,6.5,220,35.39,Monsoon,213.4,Low,Dengue
Sikkim,June,22.7,92.2,200.3,2.13,2509,22.7,Monsoon,3.0,Medium,Cholera
Odisha,January,20.1,62.6,7.3,0.59,4296,24.22,Winter,23.2,Medium,Dengue
Madhya Pradesh,April,35.8,50.0,6.4,0.5,1810,42.63,Summer,3.3,Medium,Malaria
Manipur,December,11.6,55.5,2.8,0.85,2456,34.33,Winter,5.5,Medium,Malaria
Bihar,May,36.1,55.4,13.5,0.5,771,46.0,Summer,75.3,Low,Typhoid
Madhya Pradesh,July,27.7,75.1,50.0,0.84,1591,30.72,Monsoon,41.9,Medium,Malaria
Himachal Pradesh,April,19.9,61.8,2.8,0.5,1502,24.35,Summer,3.8,Medium,Heatstroke
Manipur,September,23.9,97.0,63.3,1.35,248,23.9,Monsoon,38.9,Medium,Malaria
Nagaland,September,21.3,96.1,145.3,2.68,8104,21.3,Monsoon,111.4,High,Malaria
Chhattisgarh,October,25.9,79.8,3.5,0.8,763,27.47,Post-Monsoon,3.5,Low,Malaria
Andhra Pradesh,July,34.7,97.0,192.7,2.54,1791,67.4,Monsoon,274.6,High,Dengue
Tamil Nadu,September,35.3,95.6,128.8,3.07,210,69.85,Monsoon,50.4,Medium,Malaria
Manipur,October,21.5,77.3,27.2,0.5,147,22.29,Post-Monsoon,11.1,Medium,Heatstroke
Assam,September,26.3,97.0,63.2,0.81,1032,29.22,Monsoon,247.0,Low,Typhoid
Delhi,May,37.9,52.0,8.7,1.18,1430,49.47,Summer,12.9,Medium,Heatstroke
Madhya Pradesh,December,19.5,39.3,1.1,0.5,970,25.32,Winter,61.5,Medium,Heatstroke
Tamil Nadu,February,23.0,66.2,10.4,0.72,956,24.39,Winter,27.9,Low,Malaria
Tamil Nadu,July,31.7,95.5,51.8,1.43,717,50.28,Monsoon,18.0,Low,Malaria
Uttarakhand,February,15.0,49.7,10.7,0.5,1883,28.96,Winter,7.9,Low,Typhoid
Uttarakhand,August,18.0,82.5,199.8,2.36,2192,20.49,Monsoon,97.4,Medium,Malaria
Haryana,April,32.7,46.0,81.4,1.07,166,34.66,Summer,72.2,Medium,Heatstroke
Gujarat,July,35.3,81.9,420.0,6.5,2370,59.24,Monsoon,149.2,Low,Cholera
Telangana,August,35.0,93.8,109.0,1.93,50,66.61,Monsoon,28.1,Low,Malaria
Meghalaya,April,26.0,79.2,31.4,0.88,702,27.64,Summer,4.6,Medium,Cholera
Meghalaya,February,13.7,70.4,7.7,0.56,12768,28.44,Winter,13.7,Medium,Malaria
Uttar Pradesh,November,17.6,55.4,0.6,0.5,1138,26.18,Post-Monsoon,16.6,Low,Heatstroke
Jharkhand,December,14.3,45.6,4.5,0.5,511,29.62,Winter,17.7,Low,Typhoid
Rajasthan,January,18.3,20.0,23.5,1.6,55,22.95,Winter,23.4,Low,Typhoid
Tripura,January,15.0,66.4,2.3,0.6,912,27.42,Winter,22.9,Low,Typhoid
Karnataka,September,27.9,93.0,7.7,0.69,8143,33.95,Monsoon,113.4,Medium,Heatstroke
Assam,July,29.6,97.0,420.0,6.45,467,41.38,Monsoon,22.6,Low,Cholera
Kerala,December,18.9,74.9,18.5,0.5,928,22.36,Winter,4.2,Low,Typhoid
Tripura,December,16.1,67.5,17.6,0.87,922,25.88,Winter,26.3,Low,Dengue
Himachal Pradesh,February,8.0,50.6,21.2,0.91,1180,41.88,Winter,0.4,Low,Typhoid
Bihar,July,27.1,89.5,18.4,0.55,1168,30.97,Monsoon,25.1,Low,Dengue
Meghalaya,January,8.1,68.7,2.8,0.5,513,41.88,Winter,19.3,Low,Cholera
Goa,February,26.8,76.3,10.8,0.5,293,29.0,Winter,1.4,Low,Typhoid
Odisha,July,36.3,97.0,136.8,1.81,345,77.36,Monsoon,86.5,Medium,Typhoid
Tamil Nadu,December,18.9,71.9,12.2,1.3,66,23.02,Winter,22.2,Low,Dengue
Punjab,July,27.3,87.5,195.3,2.56,50,31.3,Monsoon,231.0,Medium,Malaria
Sikkim,December,8.0,65.6,12.0,0.5,1429,42.64,Winter,39.3,Medium,Heatstroke
Chhattisgarh,September,27.5,86.2,83.2,2.18,222,31.68,Monsoon,115.8,Low,Malaria
Himachal Pradesh,January,8.0,47.9,17.5,0.5,104,41.23,Winter,20.9,Low,Heatstroke
Chhattisgarh,November,16.7,61.4,19.1,0.5,2812,26.32,Post-Monsoon,17.9,High,Dengue
Goa,July,38.5,97.0,71.9,1.12,266,92.48,Monsoon,205.1,Low,Cholera
Assam,August,27.2,97.0,99.1,1.8,1844,32.18,Monsoon,174.1,Medium,Cholera
Jharkhand,April,30.0,60.7,21.9,0.5,1722,32.97,Summer,1.5,Medium,Malaria
Himachal Pradesh,January,8.0,50.0,17.6,0.78,2034,41.75,Winter,23.5,High,Heatstroke
Haryana,September,28.7,66.7,91.3,1.66,7025,31.54,Monsoon,12.3,Medium,Dengue
Bihar,December,19.4,54.5,13.3,0.64,1837,25.19,Winter,23.6,Medium,Typhoid
Rajasthan,August,35.6,52.3,13.6,1.19,180,43.14,Monsoon,443.1,Low,Malaria
Maharashtra,January,22.2,57.5,7.8,0.5,2311,24.66,Winter,17.4,High,Heatstroke
Assam,August,29.7,97.0,7.5,0.57,1149,41.81,Monsoon,165.7,Low,Heatstroke
Assam,January,15.4,69.3,33.4,1.14,1191,26.28,Winter,21.7,Low,Typhoid
Meghalaya,August,21.6,97.0,70.8,1.26,1640,21.6,Monsoon,141.6,Medium,Malaria
Telangana,February,26.0,62.3,2.9,0.52,532,27.01,Winter,3.2,Medium,Heatstroke
Karnataka,January,21.8,49.8,3.8,0.96,1122,24.94,Winter,18.1,Medium,Typhoid
Bihar,January,16.6,66.5,7.1,0.76,2337,25.57,Winter,23.5,High,Typhoid
Goa,February,20.3,70.9,7.1,1.1,791,23.02,Winter,1.7,Low,Dengue
Maharashtra,April,35.5,63.8,20.8,0.5,2975,48.6,Summer,4.3,Medium,Typhoid
Tripura,February,18.9,66.4,11.4,0.5,430,24.04,Winter,2.2,Medium,Typhoid
Bihar,August,34.3,89.2,179.5,3.08,1504,59.43,Monsoon,383.5,Medium,Dengue
West Bengal,January,14.9,61.8,3.2,0.5,551,28.33,Winter,23.4,Low,Dengue
Odisha,March,29.8,73.7,62.0,2.19,275,35.44,Summer,4.1,Low,Typhoid
Uttar Pradesh,February,16.8,49.0,0.4,0.5,305,27.11,Winter,10.0,Low,Cholera
Rajasthan,February,24.3,20.0,12.7,0.82,1026,24.62,Winter,27.7,Low,Cholera
Uttarakhand,March,16.8,42.4,59.4,1.25,1181,26.92,Summer,6.3,Medium,Heatstroke
Uttar Pradesh,March,27.1,47.8,1.1,0.5,2313,27.38,Summer,26.2,Medium,Malaria
Uttarakhand,November,11.6,51.9,4.2,0.63,390,34.23,Post-Monsoon,52.0,Low,Typhoid
Tamil Nadu,June,38.2,93.8,64.6,1.68,1749,86.67,Monsoon,51.1,Low,Malaria
Odisha,December,17.2,64.5,15.0,0.5,4507,25.4,Winter,40.4,Medium,Dengue
Karnataka,February,18.0,57.2,2.5,0.5,1073,25.73,Winter,20.3,Medium,Typhoid
Bihar,March,26.8,56.8,25.3,0.81,291,27.63,Summer,54.5,Low,Malaria
Bihar,July,30.5,85.9,64.9,1.35,2852,41.2,Monsoon,26.4,Low,Typhoid
Himachal Pradesh,May,24.4,60.0,9.6,0.67,256,25.53,Summer,6.5,Low,Heatstroke
Uttarakhand,September,21.5,87.4,0.6,0.64,517,21.5,Monsoon,466.3,Medium,Dengue
Madhya Pradesh,September,29.0,77.7,162.3,2.98,486,34.25,Monsoon,88.1,Medium,Typhoid
Delhi,June,30.2,70.4,165.3,2.6,482,35.63,Monsoon,1.7,Low,Dengue
Bihar,March,26.1,55.7,8.0,0.5,2894,26.86,Summer,48.5,High,Malaria
Punjab,December,14.2,47.2,13.9,1.19,1195,29.86,Winter,5.8,Low,Typhoid
Assam,June,31.1,97.0,420.0,5.5,161,48.12,Monsoon,3.8,Low,Cholera
Punjab,March,21.8,49.0,14.8,0.5,1695,24.95,Summer,2.1,Low,Dengue
Haryana,November,17.5,35.2,25.6,0.89,3531,25.82,Post-Monsoon,116.6,Medium,Cholera
Bihar,September,26.1,95.0,185.0,2.83,1639,28.52,Monsoon,174.6,High,Dengue
Karnataka,April,35.0,65.7,56.0,1.26,117,47.95,Summer,9.1,Medium,Typhoid
Chhattisgarh,January,21.6,45.6,3.4,0.5,459,25.01,Winter,22.7,Low,Dengue
Kerala,June,38.5,97.0,281.4,4.64,614,92.48,Monsoon,44.6,Low,Typhoid
Maharashtra,May,39.0,64.3,19.2,1.07,3013,62.14,Summer,0.4,Medium,Heatstroke
Uttar Pradesh,November,18.6,60.6,30.3,1.6,291,25.0,Post-Monsoon,17.4,Low,Typhoid
Jharkhand,June,41.6,85.0,420.0,6.15,1148,98.99,Monsoon,18.6,Low,Heatstroke
Nagaland,May,36.2,68.7,0.6,1.13,116,54.08,Summer,18.2,Low,Heatstroke
Sikkim,October,8.0,74.2,10.1,0.7,163,40.87,Post-Monsoon,112.6,Medium,Typhoid
Haryana,January,16.3,32.7,16.2,0.5,2790,26.08,Winter,17.1,High,Typhoid
Nagaland,December,12.7,60.3,1.0,0.5,352,32.0,Winter,12.5,Low,Typhoid
Chhattisgarh,February,19.8,59.8,0.8,0.5,906,24.59,Winter,0.3,Low,Typhoid
Maharashtra,February,22.2,71.4,20.2,0.5,778,23.49,Winter,3.5,Low,Dengue
Chhattisgarh,February,19.1,48.0,20.7,1.38,346,25.59,Winter,0.3,Low,Typhoid
Bihar,June,31.7,80.3,279.5,4.98,354,43.41,Monsoon,34.7,Low,Dengue
Tamil Nadu,October,25.8,77.6,82.3,2.27,421,27.22,Post-Monsoon,159.2,Medium,Malaria
Haryana,September,26.8,71.9,129.5,1.26,7401,28.66,Monsoon,14.6,High,Typhoid
Sikkim,February,8.0,61.9,17.3,1.66,580,42.91,Winter,8.6,Medium,Typhoid
Manipur,January,12.6,69.3,0.1,1.08,392,30.66,Winter,18.4,Low,Dengue
Nagaland,March,20.1,70.0,7.7,1.79,346,23.17,Summer,13.9,Medium,Malaria
Andhra Pradesh,September,28.9,94.0,131.3,1.87,245,37.72,Monsoon,351.2,Low,Malaria
Telangana,September,27.3,79.2,17.4,0.62,5087,30.33,Monsoon,1.4,Medium,Cholera
Andhra Pradesh,September,32.8,89.4,165.8,2.0,2304,52.27,Monsoon,502.3,High,Malaria
Uttar Pradesh,September,27.4,80.5,27.7,0.7,50,30.71,Monsoon,69.3,Low,Dengue
Delhi,September,28.6,66.5,87.2,1.62,308,31.32,Monsoon,18.2,Low,Cholera
Kerala,December,22.8,82.7,1.0,0.5,2159,22.8,Winter,5.1,Low,Heatstroke
Madhya Pradesh,February,22.0,41.3,12.9,1.39,226,24.99,Winter,13.4,Medium,Typhoid
Assam,September,27.2,97.0,78.2,1.15,386,32.18,Monsoon,230.2,Medium,Malaria
Chhattisgarh,December,17.3,62.9,4.5,0.5,58,25.57,Winter,6.5,Low,Typhoid
Gujarat,February,22.9,47.6,87.7,1.64,51,25.08,Winter,12.3,Low,Typhoid
Kerala,September,29.1,97.0,125.1,1.44,4513,39.31,Monsoon,392.6,Medium,Dengue
Sikkim,December,8.0,57.4,5.6,0.5,234,42.83,Winter,33.3,Low,Typhoid
Assam,May,36.7,83.5,4.8,1.28,186,67.5,Summer,58.8,Medium,Dengue
Delhi,March,27.5,45.0,7.1,0.52,577,27.56,Summer,30.8,Low,Typhoid
Punjab,May,34.4,51.7,3.6,0.5,801,39.91,Summer,24.3,Medium,Heatstroke
Tamil Nadu,August,31.7,97.0,420.0,5.4,322,51.03,Monsoon,84.8,Low,Dengue
Punjab,August,26.0,75.0,203.9,3.04,491,27.48,Monsoon,167.7,Low,Cholera
Jharkhand,September,29.9,72.8,28.5,0.88,626,35.47,Monsoon,373.2,Low,Dengue
Tamil Nadu,September,31.3,97.0,12.9,1.33,614,49.08,Monsoon,52.3,Medium,Cholera
Goa,November,20.4,63.7,38.0,0.87,666,24.04,Post-Monsoon,1.1,Low,Dengue
Andhra Pradesh,January,18.9,53.9,11.1,0.9,778,25.45,Winter,16.2,Medium,Cholera
Odisha,July,29.6,97.0,420.0,6.01,571,41.38,Monsoon,91.6,Medium,Cholera
Sikkim,December,8.0,63.6,1.4,0.94,575,42.82,Winter,37.4,Low,Dengue
Andhra Pradesh,June,37.5,97.0,122.3,2.11,364,85.4,Monsoon,39.3,Low,Dengue
Andhra Pradesh,June,43.0,92.2,22.1,0.97,206,120.38,Monsoon,37.2,Low,Heatstroke
Bihar,August,29.2,79.2,237.7,3.68,274,35.12,Monsoon,373.5,Low,Malaria
Assam,June,34.2,97.0,20.9,0.67,1183,64.46,Monsoon,3.7,Low,Cholera
Andhra Pradesh,August,29.7,92.3,6.6,0.5,682,40.3,Monsoon,457.8,Medium,Cholera
Gujarat,April,36.0,59.2,29.8,1.1,862,47.7,Summer,13.0,Low,Typhoid
Odisha,December,18.6,57.4,12.2,0.99,267,25.34,Winter,39.9,Low,Typhoid
Telangana,July,33.9,87.1,166.8,3.27,224,56.07,Monsoon,120.6,Low,Malaria
Uttar Pradesh,March,27.1,53.4,24.4,0.62,266,27.74,Summer,22.7,Medium,Malaria
Haryana,November,16.8,40.4,32.6,0.96,1597,26.77,Post-Monsoon,108.3,Medium,Malaria
Chhattisgarh,December,18.5,52.2,10.4,0.5,191,25.77,Winter,7.6,Low,Typhoid
Kerala,November,23.3,84.8,19.0,1.09,9157,23.3,Post-Monsoon,323.8,Medium,Malaria
Haryana,January,13.7,26.2,1.6,0.5,1084,25.77,Winter,20.8,Medium,Typhoid
Kerala,June,39.4,97.0,129.7,1.57,224,99.13,Monsoon,53.2,Low,Typhoid
Goa,April,36.1,81.3,22.4,1.51,254,62.65,Summer,15.8,Medium,Heatstroke
Odisha,April,36.4,70.2,14.7,0.52,55,55.88,Summer,15.1,Medium,Malaria
Jharkhand,October,23.0,66.8,3.6,0.86,658,24.35,Post-Monsoon,159.4,Medium,Malaria
West Bengal,March,31.4,77.1,43.8,1.36,297,41.15,Summer,0.7,Low,Cholera
Haryana,August,26.8,74.2,25.8,0.5,364,28.84,Monsoon,6.2,Low,Dengue
Tamil Nadu,March,33.3,68.7,2.4,0.5,2948,43.86,Summer,3.1,Medium,Typhoid
Meghalaya,May,28.9,80.1,2.7,0.9,693,34.49,Summer,3.6,Low,Cholera
Punjab,February,21.0,42.2,36.4,1.92,243,25.05,Winter,9.1,Low,Typhoid
Meghalaya,September,21.0,97.0,80.9,1.49,402,21.0,Monsoon,29.8,Medium,Cholera
Tripura,January,15.7,71.2,16.8,0.55,2119,25.47,Winter,19.3,Medium,Heatstroke
Rajasthan,October,33.7,33.4,19.8,0.5,170,33.7,Post-Monsoon,33.7,Low,Dengue
Nagaland,January,14.7,62.0,5.0,0.5,498,28.58,Winter,22.6,Low,Heatstroke
Bihar,April,34.6,50.8,12.9,0.5,631,40.04,Summer,12.4,Medium,Heatstroke
Uttar Pradesh,May,40.2,59.5,8.3,0.5,543,63.02,Summer,33.0,Low,Malaria
Bihar,May,37.3,70.6,18.5,0.87,538,59.93,Summer,84.7,Low,Heatstroke
Jharkhand,August,32.1,91.3,196.7,3.03,539,50.05,Monsoon,85.4,Low,Typhoid
Delhi,October,28.1,64.5,166.5,3.05,5311,30.14,Post-Monsoon,412.1,High,Malaria
Andhra Pradesh,March,32.6,56.4,16.6,0.66,605,37.35,Summer,54.2,Low,Heatstroke
Manipur,December,9.8,69.5,11.8,0.64,643,36.94,Winter,5.1,Low,Malaria
Telangana,January,17.4,47.0,24.8,1.55,2207,26.62,Winter,18.2,Medium,Typhoid
Meghalaya,April,22.5,80.4,11.2,0.93,662,22.58,Summer,5.1,Low,Cholera
Odisha,July,31.6,97.0,49.8,1.29,159,50.54,Monsoon,77.4,Low,Typhoid
Telangana,June,35.5,86.7,106.4,1.5,2731,63.79,Monsoon,28.3,High,Dengue
Karnataka,February,21.9,57.8,26.3,0.5,1134,24.59,Winter,21.9,Low,Typhoid
Goa,July,32.4,97.0,420.0,5.18,839,54.58,Monsoon,215.5,Low,Typhoid
Telangana,March,32.7,55.2,162.0,2.1,203,37.2,Summer,18.1,Low,Malaria
Maharashtra,August,33.2,89.5,420.0,5.24,2426,54.2,Monsoon,410.2,High,Typhoid
Himachal Pradesh,December,8.0,48.7,13.5,0.5,6448,41.44,Winter,20.1,Medium,Typhoid
Himachal Pradesh,October,11.3,68.5,15.1,0.5,6824,33.54,Post-Monsoon,0.1,Medium,Dengue
Manipur,December,12.7,63.9,36.6,0.57,4711,31.54,Winter,5.1,Medium,Typhoid
Maharashtra,November,19.5,60.4,35.2,0.5,1974,24.63,Post-Monsoon,64.0,High,Typhoid
Karnataka,October,24.7,85.7,163.7,2.66,96,25.19,Post-Monsoon,150.2,Medium,Typhoid
Maharashtra,August,29.9,94.5,66.6,0.65,214,41.82,Monsoon,371.8,Low,Malaria
Meghalaya,January,9.2,63.8,6.7,0.5,133,39.45,Winter,21.9,Medium,Cholera
Karnataka,July,30.1,97.0,171.9,2.78,391,43.55,Monsoon,216.3,Low,Dengue
Sikkim,July,13.9,92.7,23.9,1.54,545,18.92,Monsoon,364.4,Medium,Cholera
Assam,March,26.4,72.8,4.9,0.5,5768,28.04,Summer,23.6,Medium,Dengue
Delhi,November,19.2,50.8,1.8,0.64,499,25.47,Post-Monsoon,64.8,Low,Dengue
Punjab,September,23.1,77.5,233.9,3.69,381,23.51,Monsoon,389.1,Medium,Malaria
Kerala,January,20.6,79.5,21.6,1.25,100,21.46,Winter,16.1,Medium,Typhoid
Tripura,November,17.7,69.2,38.9,1.82,983,24.15,Post-Monsoon,16.5,Low,Typhoid
Delhi,June,35.4,72.5,65.9,1.89,834,53.38,Monsoon,1.3,Medium,Dengue
Haryana,December,16.8,29.8,18.7,0.5,8303,25.29,Winter,33.7,High,Typhoid
Goa,December,22.9,70.5,17.1,0.5,971,24.0,Winter,6.7,Low,Dengue
Jharkhand,January,15.9,49.9,7.2,1.09,332,27.96,Winter,19.1,Low,Typhoid
Rajasthan,March,31.0,20.0,17.9,0.5,592,31.0,Summer,1.9,Low,Heatstroke
Jharkhand,February,20.4,48.0,5.5,0.57,553,25.14,Winter,4.5,Low,Malaria
Nagaland,August,24.7,97.0,95.4,2.28,830,24.7,Monsoon,79.1,Low,Dengue
Rajasthan,July,34.3,56.2,420.0,6.5,927,41.41,Monsoon,104.4,Low,Cholera
Jharkhand,August,29.0,82.7,221.5,3.27,436,35.34,Monsoon,86.2,Medium,Cholera
Tamil Nadu,February,22.7,62.5,10.0,0.9,1049,24.5,Winter,25.6,Low,Typhoid
Tamil Nadu,February,23.7,72.0,28.5,0.71,2859,24.54,Winter,29.3,High,Typhoid
Chhattisgarh,April,33.9,67.4,0.5,0.51,1370,45.18,Summer,7.6,Low,Typhoid
Madhya Pradesh,July,32.4,83.9,128.4,2.41,398,47.68,Monsoon,46.5,Medium,Dengue
Telangana,December,21.4,48.7,10.8,0.5,4448,24.97,Winter,67.1,Medium,Typhoid
Bihar,July,28.4,86.9,14.0,1.07,487,34.42,Monsoon,22.9,Low,Malaria
Madhya Pradesh,September,32.9,79.0,66.1,0.5,782,47.26,Monsoon,82.0,Low,Typhoid
West Bengal,February,22.4,68.8,3.2,0.5,2480,23.86,Winter,5.5,Medium,Typhoid
Gujarat,May,39.8,70.3,35.5,0.5,1027,71.2,Summer,1.2,Low,Malaria
Tripura,May,32.2,81.0,12.8,1.46,1073,45.55,Summer,39.3,Low,Dengue
Bihar,August,31.4,84.0,23.0,0.9,106,43.82,Monsoon,427.8,Low,Dengue
Tamil Nadu,February,24.4,69.2,33.1,1.56,334,25.34,Winter,30.4,Medium,Typhoid
Odisha,December,23.7,67.7,4.7,1.1,2237,24.78,Winter,39.2,High,Heatstroke
Uttarakhand,November,8.0,55.2,0.6,0.5,320,42.63,Post-Monsoon,45.5,Medium,Heatstroke
Delhi,November,19.4,46.1,8.3,0.5,680,25.49,Post-Monsoon,67.5,Medium,Typhoid
Delhi,October,24.3,59.3,13.4,0.5,3398,25.47,Post-Monsoon,314.2,Medium,Typhoid
Goa,February,21.4,70.7,13.3,0.5,7658,23.24,Winter,1.4,High,Typhoid
Goa,December,18.1,71.6,5.0,0.7,1121,23.41,Winter,5.9,Low,Typhoid
West Bengal,July,25.2,97.0,420.0,6.22,367,25.99,Monsoon,345.2,Medium,Dengue
Karnataka,July,27.0,91.3,420.0,6.09,2481,30.87,Monsoon,190.5,High,Malaria
Jharkhand,February,22.5,56.7,22.0,1.33,572,24.76,Winter,4.2,Low,Heatstroke
Manipur,January,13.8,63.0,1.9,0.9,1229,29.78,Winter,23.4,Low,Typhoid
Kerala,October,23.7,97.0,205.5,3.36,931,23.7,Post-Monsoon,58.5,Low,Typhoid
